Sticker,Revenue,Cost of Revenue,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Preferred Dividends,EPS,Weighted Average Shs Out,Dividend per Share,Cash and cash equivalents,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,priceEarningsRatio,dividendYield,pretaxProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Enterprise Value,PE ratio,Price to Sales Ratio,Earnings Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,3Y Revenue Growth (per Share),3Y Operating CF Growth (per Share),3Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2019 PRICE VAR
ON,5878300000,3639600000,650700000,618000000,1391500000,128200000,125100000,0,1.48,420929115,0,1069600000,0,686000000,1225200000,3167800000,2549600000,1498900000,0,4419800000,7587600000,671700000,138500000,1469300000,2627600000,2766100000,0,54800000,0,2924200000,4393500000,-37900000,979600000,3171600000,0,1696500000,187000000,659100000,508700000,78300000,1274200000,-474200000,-87100000,10200000,-548900000,-286700000,-284600000,0,-605100000,300000,120500000,800000000,11.1554,0,0.144123301,0.106731538,0.1477,0.1978,0.1025,5.0791,0.774724551,2.156,1.194854693,0.727965698,-122.8701,42.5956,41.7077,0.3646,0.8721,0.453096979,0.465853782,6.8697,3.0066,1.888,2.5238,0,0.21676335,13.8705,1.4804,3.0066,1.888,2.5238,7.484,14.367,7.4837,6.5269,8646039689,11.1554,1.1822,0.0896,0.8721,0.3646,1.221,2.156,6.8697,2.0309,0,0,0.1051,0.1107,0.1975,0.3722,0.0807,-0.9322,0.0133,0.1025,0.1477,1698500000,6088700000,-1225700000,6315900000,693750000,609850000,1157350000,42.5956,41.7077,-122.8701,8.4732,5.0791,0.1978,-1.1189,0.0998,0.2831,0.243,-0.2261,-0.2292,0,0.1645,0.1223,0.1867,0.3909,0.446,0.2515,0,-0.0221,0.1246,0.0546,0.1363,-0.0629,0.0942,0.0273,Technology,45.29200336
APA,7348000000,4910000000,0,431000000,1078000000,478000000,672000000,0,0.11,379543642,1,714000000,0,1194000000,0,2687000000,18421000000,0,121000000,18895000000,21582000000,709000000,151000000,2201000000,8093000000,8244000000,0,391000000,0,10569000000,12770000000,4000000,-2048000000,7130000000,121000000,7530000000,779000000,1341000000,2405000000,0,3777000000,-3766000000,-91000000,0,-3944000000,-378000000,-305000000,-382000000,-787000000,0,-954000000,11000000,238.6364,0.038660491,0.185084377,0.005443658,0.0021,0.0056,0.0496,39.9348,0.340468909,1.221,0.866878692,0.324398001,0,59.31,35.2184,0.382,1.1562,0.531629771,0.536229999,2.4895,9.8874,0.029,1.8691,9.091,0.51401742,19.2356,0.1047,9.8874,0.029,1.8691,18.665,56.497,18.6649,21.5812,17493020603,238.6364,1.3559,0.0042,1.1562,0.382,2.0946,1.221,2.4895,94.425,0.0381,9.091,0.0587,0,0,0.9971,0.5125,-1.5659,0,0.0496,0.0021,486000000,21582000000,-10083000000,26911000000,1269500000,675000000,184000000,59.31,35.2184,0,5.7881,39.9348,0.0056,-9.8586,0.8358,0.0663,0.7458,-0.9693,-0.9678,0,0.5556,-0.9742,0.0375,0.119,0,-0.0365,0,-0.1123,-1,-0.0155,-0.0411,-0.0283,0,0.0911,Energy,-2.087484471
HOME,950528000,643570000,0,211057000,219597000,21704000,33845000,0,0.53,60441045,0,8525000,0,0,269844000,300933000,466263000,571190000,0,1073308000,1374241000,79628000,165474000,343673000,309592000,475066000,0,0,0,439689000,783362000,0,17777000,590879000,0,466541000,22564000,98571000,48777000,13764000,106018000,-170276000,0,0,-170276000,54776000,10433000,0,65209000,0,951000,-64258000,60.717,0,0.091907866,0.033467715,0.0751,0.0538,0.046,3.7012,0.691674895,0.876,0.024805556,0.024805556,-153.0417,0,30.5769,0.3457,0.804,0.343811183,0.445675903,4.0251,1.7523,-0.336,0.1409,0,0.111535904,15.7102,0.5258,1.7523,-0.336,0.1409,9.766,13.273,9.766,7.8518,2411533828,60.717,2.0462,0.0165,0.804,0.3457,3.427,0.876,4.0251,3.3326,0,0,0.222,0,0.4156,1.6061,0.1791,-3.4909,0.0145,0.046,0.0751,-42740000,803051000,-482429000,925919000,0,69026500,256819500,0,30.5769,-153.0417,0,3.7012,0.0538,-2.8143,0.2403,0.2487,0.202,0.1753,0.0816,0,1.4373,-2.4484,0.1707,0.7981,0,0.1121,0,0,0.1068,0.1326,0.0118,0.1183,0,0.2375,Consumer Cyclical,-71.09826694
KOS,902369000,224727000,301492000,99856000,731637000,101176000,43131000,0,-0.23,433617302,0,185616000,0,159008000,84827000,509700000,3459701000,0,51896000,3578489000,4088189000,176540000,0,384308000,2120547000,2120547000,0,477179000,0,2762403000,3146711000,0,-1167193000,941478000,51896000,1934931000,80249000,207768000,339214000,35230000,260491000,-1183505000,198367000,0,-985138000,850000000,0,0,605277000,0,-119370000,-923014000,0,0,-0.05983694,-0.104160271,-0.0262,-0.0998,-0.0096,11.518,0.220725852,1.326,0.896739074,0.482987604,-137.7754,64.3173,71.4088,0.5187,2.2524,0.692530923,0.692530923,0.4973,0.6438,-2.281,0.4588,0,0.288674589,2.2304,-0.2323,0.6438,-2.281,0.4588,2.327,10.105,2.327,5.2413,3699753419,0,1.9558,-0.0565,2.2524,0.5187,4.9673,1.326,0.4973,-2.7714,0,0,0.1107,0.3341,0,4.5434,1.3116,-3.489,0.039,-0.0096,-0.0262,125392000,4088189000,-2637011000,5638812000,177455000,159163500,78344000,64.3173,71.4088,-137.7754,5.0851,11.518,-0.0998,-2.9252,0.3287,1.5019,-0.5862,0.5781,0.5965,0,0.1009,-10.8968,0.2186,-0.1763,0,-0.1242,0,-0.1883,0.1804,0.2805,0.0074,0.6531,0.3955,0.462,Energy,42.45619839
DAL,44438000000,17945000000,0,10743000000,21229000000,311000000,1216000000,0,5.69,685618701,1.31,1565000000,0,2314000000,1055000000,6340000000,34329000000,14611000000,1136000000,53926000000,60266000000,2976000000,2473000000,18578000000,14054000000,16527000000,6641000000,163000000,0,28001000000,46579000000,-7825000000,10039000000,13687000000,1136000000,14962000000,1406000000,13129000000,2329000000,0,7014000000,-5168000000,0,621000000,-4393000000,693000000,-1575000000,-909000000,-1726000000,0,895000000,1846000000,8.7698,0.026916608,0.118457176,0.08855034,0.1781,0.2875,0.0772,37.2802,0.737364351,0.341,0.208795349,0.084239423,-21.4586,19.0065,24.4439,0.2742,1.2075,0.506614758,0.54699808,17.5627,10.2302,2.692,2.2826,0.23,0.157837886,64.8145,5.7393,10.2302,2.692,2.2826,19.963,66.589,19.963,24.1052,49174373180,8.7698,0.7699,0.114,1.2075,0.2742,1.9204,0.341,17.5627,1.7825,0.0263,0.23,0.2418,0,0.2424,0.7368,0.1163,-2.219,0,0.0772,0.1781,-12238000000,45655000000,-40239000000,42039000000,2345500000,3305000000,1192000000,19.0065,24.4439,-21.4586,18.9461,37.2802,0.2875,-7.5377,0.0236,-0.0736,-0.1177,0.2278,0.2787,0.2894,0.3964,0.6307,0.0779,0.005,-0.0009,0.1311,0.4279,-0.0265,-0.2062,0.1229,0.1359,0.8708,0,0.0681,Industrials,19.92066868
CCL,18881000000,11089000000,0,2450000000,4467000000,194000000,54000000,0,4.45,725174680,1.95,982000000,0,358000000,450000000,2225000000,35336000000,4101000000,0,40176000000,42401000000,730000000,2426000000,9204000000,7897000000,10323000000,0,0,4395000000,8754000000,17958000000,-1949000000,25066000000,24443000000,0,9341000000,435000000,6048000000,2017000000,65000000,5549000000,-3360000000,0,0,-3502000000,1403000000,-1468000000,-1355000000,-1460000000,-1000000,587000000,2189000000,13.5483,0.031557481,0.176102961,0.16694031,0.1112,0.129,0.06,45.1159,0.445296102,0.242,0.145588874,0.106692742,-14.812,6.9207,14.1121,0.2435,0.4223,0.244186766,0.296928033,17.5258,7.6519,3.019,1.3542,0.438,0.293893332,26.0365,4.3465,7.6519,3.019,1.3542,33.706,52.815,33.7064,14.2352,53061781457,13.5483,2.3156,0.0738,0.4223,0.2435,1.7244,0.242,17.5258,1.7605,0.0323,0.438,0.1298,0,0.0967,0.6055,0.178,-1.6658,0.0034,0.06,0.1112,-6979000000,38300000000,-15733000000,38437000000,335000000,746000000,418500000,6.9207,14.1121,-14.812,56.3612,45.1159,0.129,-4.6334,0.1117,0.1872,0.1837,0.2095,0.2327,0.2188,0.0427,-0.0795,0.1015,0.1074,0.2589,0.0458,0.2103,0.1474,0.1628,0.0398,0.0399,0.1227,0,0.0817,Consumer Cyclical,6.183969614
DISCA,10553000000,3935000000,0,2620000000,4768000000,729000000,341000000,0,0.86,523500227,0,986000000,0,2620000000,0,4231000000,800000000,26062000000,935000000,28319000000,32550000000,325000000,1819000000,3997000000,14974000000,16793000000,249000000,1811000000,0,18036000000,22033000000,-785000000,5254000000,8386000000,935000000,15807000000,625000000,1853000000,1398000000,80000000,2576000000,-147000000,-8458000000,-62000000,-8593000000,-249000000,54000000,0,-283000000,-23000000,-6323000000,2429000000,28.7674,0,0.1753056,0.056287312,0.5745,0.0708,0.0424,0,0.324208909,1.059,0.902176632,0.246685014,0,90.6188,11.2409,0.5159,2.0025,0.641010274,0.666944676,2.2826,5.1727,4.878,1.9799,0,0.244101203,21.1908,1.1928,5.1727,4.878,1.9799,16.839,13.028,16.8394,33.7209,28758395616,28.7674,1.2273,0.0348,2.0025,0.5159,5.1623,1.059,2.2826,4.3367,0,0,0.2483,0,0.8007,0.0571,0.0139,-0.1052,0.0076,0.0424,0.5745,234000000,6488000000,-17802000000,18298000000,2229000000,301000000,0,90.6188,11.2409,0,4.7344,0,0.0708,-0.2952,0.5694,4.2994,1.5802,2.7626,2.4576,0,0.5813,0.6258,0.1271,0.1997,-0.2072,0.101,0,0.4255,0,0.4431,0.4027,0.1358,0,0.4819,Consumer Cyclical,26.75184582
LPI,1105775000,443996000,0,96138000,313287000,57904000,4249000,0,1.4,233882020,0,45151000,0,94321000,0,192752000,2199635000,0,0,2227553000,2420305000,69504000,0,200465000,983636000,983636000,0,0,0,1045610000,1246075000,0,-1203395000,1174230000,0,938485000,53280000,130961000,212677000,36396000,537804000,-685827000,-6784000,1655000,-690956000,187531000,-96969000,0,86144000,0,-67008000,-148023000,2.5857,0,0.315156338,0.293545251,0.1481,0.2764,0.1002,0,0.456874237,0.962,0.695742399,0.225231337,0,31.134,22.9422,0.4064,0.8377,0.455837387,0.455837387,6.6791,2.3147,-0.637,0.1943,0,0.486359341,4.7593,1.3971,2.3147,-0.637,0.1943,5.054,10.417,5.054,4.2336,1785137912,2.5857,0.7657,0.3867,0.8377,0.4064,1.5656,0.962,6.6791,1.6568,0,0,0.0869,0,0,1.2752,0.6202,-3.2247,0.0329,0.1002,0.1481,-7713000,2420305000,-1053323000,3158325000,97483000,63922500,0,31.134,22.9422,0,11.3433,0,0.2764,-2.9518,0.2994,-0.3958,0.3958,-0.4087,-0.3913,0,0.3972,-0.5267,0.1604,0.1342,0,0.971,0,-0.0628,0,0.1962,0.5784,0.2422,0,-0.0018,Energy,-23.26203534
ABT,30578000000,12706000000,2300000000,9744000000,14222000000,826000000,539000000,0,1.34,1756333032,1.12,3844000000,242000000,5182000000,3796000000,14632000000,7563000000,42196000000,897000000,52541000000,67173000000,2975000000,207000000,9012000000,19359000000,19566000000,0,305000000,0,27439000000,36451000000,-7586000000,24560000000,30722000000,1139000000,15480000000,1568000000,5830000000,3278000000,477000000,6300000000,-1394000000,48000000,-58000000,-1356000000,-8450000000,33000000,-1974000000,-10391000000,-116000000,-5563000000,4906000000,53.9776,0.015660036,0.119366865,0.077441298,0.1796,0.0771,0.042,8.2677,0.45521266,1.624,1.028406569,0.426542388,-109.0461,61.8559,35.5116,0.2913,0.6369,0.386553783,0.389078906,4.5194,3.5836,2.791,2.1866,0.836,0.206030479,17.3936,1.347,3.5836,2.791,2.1866,17.476,14.208,17.4755,11.1297,1.42516E+11,53.9776,4.1545,0.0185,0.6369,0.2913,2.208,1.624,4.5194,2.6605,0.0155,0.836,0.3187,0.0752,0.6282,0.2213,0.0456,-0.4253,0.0156,0.042,0.1796,5620000000,24977000000,-21819000000,31687000000,5215500000,2688500000,3698500000,61.8559,35.5116,-109.0461,5.8629,8.2677,0.0771,-0.7929,0.193,0.1454,1.3338,3.9644,3.963,0.0566,0.1311,0.1062,0.0844,0.2181,-0.2305,0.0702,0.0527,-0.0128,0.0542,-0.119,-0.0222,-0.2993,0.0177,0.0612,Healthcare,27.05125023
PTEN,3326997000,2325383000,0,134071000,1323791000,51578000,-45987000,0,-1.47,217413548,0.14,245029000,0,558817000,65579000,950197000,4002549000,477640000,0,4519669000,5469866000,288962000,0,526316000,1119205000,1119205000,0,307569000,0,1438127000,1964443000,2487000,1753557000,3505423000,0,874176000,80772000,237354000,916318000,37925000,730670000,-594101000,-14211000,23760000,-584552000,248705000,-161252000,-30589000,56864000,-781000,202201000,136569000,0,0.013607472,-0.096837178,-0.096609946,-0.0726,-0.0917,-0.0429,49.3818,0.608241043,1.805,1.527306789,0.465554914,-10.2935,61.307,31.7016,0.2046,0.3193,0.242009736,0.242009736,-6.1233,3.3418,0.625,1.1207,-0.095,0.219618473,15.2166,-1.4701,3.3418,0.625,1.1207,16.033,22.833,16.0326,5.1189,3124406222,0,0.6764,-0.142,0.3193,0.2046,1.4558,1.805,-6.1233,-2.2732,0.0135,-0.095,0.0403,0,0.0873,0.8131,0.1786,-0.6484,0.0114,-0.0429,-0.0726,423881000,4992226000,-1014246000,5340086000,569585500,304291500,67373000,61.307,31.7016,-10.2935,5.8411,49.3818,-0.0917,-2.7172,0.4504,-0.0878,-0.1013,-55.386,-50,0.75,1.4298,1.6648,0.0537,-0.2137,0,-0.0308,-0.2953,-0.0371,-0.0519,-0.0502,-0.2011,0.2912,0,0.2666,Energy,0.54758469
BA,1.01127E+11,81490000000,3269000000,4567000000,7725000000,475000000,1144000000,0,18.05,567885369,6.84,7637000000,927000000,16782000000,62567000000,87830000000,12645000000,11269000000,1087000000,29529000000,1.17359E+11,12916000000,3190000000,81590000000,10657000000,13847000000,50676000000,1736000000,0,35359000000,1.16949E+11,-15083000000,55941000000,339000000,2014000000,5283000000,-83000000,65484000000,2114000000,202000000,15322000000,-1602000000,-3230000000,291000000,-4621000000,1365000000,-8919000000,-3946000000,-11722000000,-53000000,-1074000000,13720000000,17.867,0.021778651,0.117792479,0.103434295,0.5539,30.8555,0.2455,1.6317,0.861689346,1.076,0.310650815,0.093602157,-280.2424,60.5717,46.618,0.118,40.8466,0.969170607,0.9761032,25.4295,26.9808,24.16,13.4481,0.379,0.151512455,178.0764,18.4192,26.9808,24.16,13.4481,0.597,186.816,0.597,24.3834,1.88426E+11,17.867,1.811,0.056,40.8466,0.118,0.3722,1.076,25.4295,1.4648,0.0212,0.379,0.0452,0.0323,0.096,0.1046,0.0158,-0.7578,0.002,0.2455,0.5539,6240000000,1.0609E+11,-29119000000,30710000000,15467500000,12559000000,61977500000,60.5717,46.618,-280.2424,6.538,1.6317,30.8555,-2.821,0.129,0.154,0.1539,0.2367,0.2865,0.2042,0.1481,0.1727,0.0747,0.2452,0.3359,-0.6018,0.234,0.1858,0.0192,0.0445,-0.7853,0.2456,0.0283,0.1153,Industrials,2.920156473
JBLU,7658000000,3047000000,0,2338000000,4323000000,92000000,31000000,0,0.6,304786233,0,533000000,413000000,211000000,78000000,1388000000,9039000000,0,3000000,9571000000,10959000000,437000000,442000000,2525000000,2159000000,2601000000,0,1112000000,0,3749000000,6274000000,-3000000,3753000000,4685000000,416000000,1655000000,153000000,1646000000,491000000,28000000,1217000000,-1114000000,0,-28000000,-1156000000,465000000,-334000000,0,113000000,0,174000000,103000000,26.7667,0,0.03760773,0.024549491,0.0238,0.0401,0.0227,115.1579,0.698786386,0.55,0.458217822,0.211089109,-9.3436,10.0568,20.8285,0.2373,0.5552,0.315458796,0.356986001,3.3804,3.993,0.338,1.7488,0,0.158918778,25.1258,0.6168,3.993,0.338,1.7488,15.371,35.956,15.3714,8.5339,6549866902,26.7667,0.6392,0.0374,0.5552,0.2373,2.0636,0.55,3.3804,6.4734,0,0,0.3053,0,0,0.9154,0.1455,-2.2688,0.0037,0.0227,0.0238,-1137000000,10959000000,-4886000000,10502000000,228000000,407500000,66500000,10.0568,20.8285,-9.3436,33.5877,115.1579,0.0401,-3.655,0.0179,-0.6918,-0.71,-0.8329,-0.8246,0,-0.1282,-0.4691,0.0725,-0.0766,-0.3403,0.1469,0,-0.1388,0.4182,0.1204,0.0415,1.1693,0,0.0834,Industrials,15.55554587
QEP,1932600000,578000000,300000,221700000,2615000000,159000000,-317400000,0,-4.25,236770924,0,0,0,104300000,0,280600000,5059500000,0,0,5837200000,6117800000,258100000,14600000,334300000,2507100000,2521700000,0,293300000,0,3032600000,3366900000,-14300000,1376500000,2750900000,0,2521700000,176300000,61600000,857100000,39100000,816200000,-1299700000,0,0,-1056100000,311500000,-67100000,0,244600000,0,4700000,-483500000,0,0,-0.652178413,-0.523439925,-0.2021,-0.3677,-0.1359,0,0.315897872,0.839,0.311995214,0,0,19.6986,48.746,0.4122,0.9167,0.47681628,0.478264993,-7.3585,3.4309,-2.032,0,0,0.422332609,8.1236,-4.2522,3.4309,-2.032,0,11.563,25.716,11.5633,10.5998,3854720302,0,0.6898,-0.7549,0.9167,0.4122,-8.0591,0.839,-7.3585,-0.8068,0,0,0.1147,0.0002,0,1.5924,0.6725,-1.5164,0.0202,-0.1359,-0.2021,-53700000,6117800000,-3086300000,8305200000,122150000,309100000,0,19.6986,48.746,0,15.8215,0,-0.3677,-5.4632,0.5103,-13.5402,-13.4177,-4.7564,-4.7946,0,0.3599,0.6483,-0.1076,0.0798,0,-0.1973,-1,-0.255,0,-0.1727,-0.2675,0.1437,-0.9864,0.4443,Energy,-20.0593567
EBAY,10746000000,2382000000,1285000000,4522000000,6142000000,0,190000000,0,2.58,962827199,0,2202000000,2713000000,712000000,0,7126000000,1597000000,5252000000,3778000000,15693000000,22819000000,286000000,1546000000,4454000000,7685000000,9231000000,170000000,3042000000,0,12084000000,16538000000,498000000,16459000000,6281000000,6491000000,4316000000,1499000000,2622000000,696000000,538000000,2658000000,-651000000,727000000,2786000000,2894000000,-750000000,-4393000000,0,-5398000000,-75000000,79000000,2007000000,10.8798,0,0.206774614,0.235436441,0.5926,0.4028,0.0926,0,0.470923353,1.6,1.263358779,0.494387068,0,24.1839,9.7143,0.4045,1.4697,0.550264929,0.595087674,0,2.7122,2.048,2.2469,0,0.24734785,10.9653,2.5816,2.7122,2.048,2.2469,6.409,17.926,6.4092,9.4194,31342559476,10.8798,2.515,0.0919,1.4697,0.4045,1.2635,1.6,0,1.0506,0,0,0.4208,0.1196,0.2302,0.2449,0.0606,-0.9353,0.0501,0.0926,0.5926,2672000000,17567000000,-9412000000,20142000000,704000000,308000000,0,24.1839,9.7143,0,15.2642,0,0.4028,-0.6643,0.0854,0.1977,-0.0186,3.4877,3.7158,0,-0.1551,-0.1907,0.1552,-0.0669,0.2182,0.0559,-1,0.023,0,-0.1219,-0.1528,-0.0783,0.0498,0.1571,Consumer Cyclical,27.05512847
MRVL,2409170000,947230000,714444000,238166000,1032245000,685000,18062000,0,1.05,491200000,0.24,888482000,952790000,280395000,170039000,2363955000,202222000,1993310000,0,2344332000,4708287000,145236000,0,421142000,0,0,61237000,109180000,0,145732000,566874000,-2322000,1409452000,4141413000,952790000,-1841272000,72249000,275906000,87057000,86689000,571113000,-32579000,168342000,-102331000,39521000,0,-347272000,-119251000,-536244000,0,74390000,538534000,20.3333,0.011393714,0.178358107,0.216186903,0.2428,0.1258,0.1098,14.135,0.511687159,5.613,5.037889833,2.109696967,-65.5218,42.4811,22.0039,0,0,0,0,787.7051,1.1468,-0.811,1.7841,0.229,0.237057991,4.8376,1.0458,1.1468,-0.811,1.7841,8.316,5.452,8.316,0,8645848000,20.3333,4.353,0.0492,0,0,-2.9383,5.613,787.7051,1.0965,0.0112,0.229,0.0989,0.2966,0.4234,0.057,0.0135,-0.3742,0.036,0.1098,0.2428,1942813000,2714977000,1797081000,1405353000,307889500,144360000,170440500,42.4811,22.0039,-65.5218,7.8248,14.135,0.1258,-0.0654,0.1391,4.7324,2.295,23.6244,25.25,0,2.5934,2.3032,-0.1207,-0.0701,0.0708,-0.0618,0,-0.164,-0.0047,0.0128,0.0525,0,-0.1125,-0.0519,Technology,62.62733318
WBA,1.31537E+11,1.00745E+11,0,24694000000,24503000000,616000000,998000000,0,5.07,992411822,1.64,785000000,0,6573000000,9565000000,17846000000,13911000000,28697000000,6610000000,50278000000,68124000000,13566000000,1966000000,21667000000,12431000000,14397000000,0,2088000000,0,19768000000,41435000000,-3002000000,33551000000,26007000000,6610000000,13612000000,923000000,6135000000,1770000000,130000000,8263000000,-1367000000,-4793000000,0,-5501000000,1596000000,-5054000000,-1739000000,-5295000000,11000000,-2522000000,6896000000,13.5227,0.026109341,0.047811642,0.038194576,0.4979,0.1932,0.0837,14.2479,1.930846691,0.824,0.339594775,0.036230212,-34.6541,18.2393,37.6441,0.2113,0.5536,0.323403923,0.356326106,10.776,8.338,5.496,0.7921,0.323,0.062818827,132.7316,5.0696,8.338,5.496,0.7921,26.243,39.785,26.2432,14.5277,81651754516,13.5227,0.5173,0.0739,0.5536,0.2113,1.6189,0.824,10.776,1.6447,0.0239,0.323,0.1877,0,0.4212,0.1654,0.0104,-0.7723,0.001,0.0837,0.4979,-3821000000,39427000000,-23589000000,31372000000,6550500000,13030000000,9232000000,18.2393,37.6441,-34.6541,20.0805,14.2479,0.1932,-1.3794,0.0559,0.2001,0.1468,0.232,0.3342,0.0754,0.1389,0.168,0.1021,0.1537,0.0781,-0.0391,0.061,0.0069,0.0748,0.032,0.0257,0.113,0,0.037,Healthcare,-10.61264765
CDNA,76569000,32987000,14514000,43629000,58143000,3701000,-1434000,0,-1.31,38901745,0,64808000,0,9760000,4943000,81114000,4134000,45257000,0,49583000,130697000,4711000,0,19504000,0,0,0,0,0,15265000,34769000,-4278000,-311845000,95928000,0,-64808000,1603000,14793000,4215000,7138000,-4007000,-2035000,-692000,0,-7929000,-14484000,65675000,0,50268000,2000,38334000,-6042000,0,0,-0.190168345,-0.61063877,-0.7112,-0.4874,-0.1962,14.6236,0.585851244,4.159,3.823215751,3.322805578,-54.6941,46.5254,22.4571,0,0,0,0,-12.0208,-0.1124,-0.1695,1.8185,0,-0.052331884,2.1485,-1.3119,-0.1124,-0.1695,1.8185,2.692,2.397,2.6917,0,913181869.3,0,12.7727,-0.0521,0,0,1.6092,4.159,-12.0208,0.0857,0,0,0.5698,0.1896,0.3463,0,0.0266,-0.4828,0.0932,-0.1962,-0.7112,61610000,85440000,46345000,1128000,6375500,4051000,5236000,46.5254,22.4571,-54.6941,12.0099,14.6236,-0.4874,-0.0571,0.617,0.133,0.2382,0.1571,0.4496,0,0.7199,0.5831,-0.0326,0,0,0.0268,0,2.2631,-0.106,0.564,11.2357,-1,0.1716,0.3754,Healthcare,-10.05004126
KNX,5344066000,2549111000,0,1495126000,2225912000,30170000,131389000,0,2.37,174539545,0.24,129374000,17413000,601228000,0,907232000,2612837000,4340095000,0,7004653000,7911885000,117883000,58672000,614563000,870444000,929116000,0,739538000,0,1834603000,2449166000,0,1216852000,5460949000,17413000,782329000,159217000,438008000,430089000,0,881977000,-530176000,-101693000,4814000,-647292000,-41630000,-165771000,-42770000,-255442000,0,-20757000,351801000,10.5781,0.009675507,0.106481282,0.078454121,0.1443,0.0768,0.0493,0,0.675447886,1.476,1.217149422,0.210513812,0,41.0639,8.0514,0.1174,0.1701,0.137480646,0.145400086,19.2517,4.9824,1.9874,0.7309,0.101,0.165038568,30.1894,2.3685,4.9824,1.9874,0.7309,30.85,20.178,30.8497,5.2487,5158035393,10.5781,0.8188,0.0945,0.1701,0.1174,0.7739,1.476,19.2517,2.1036,0.0096,0.101,0.2798,0,0.5486,0.6011,0.0992,-1.2327,0,0.0493,0.1443,292669000,3571790000,-1541934000,3756969000,587746500,118875000,0,41.0639,8.0514,0,9.0925,0,0.0768,-2.995,1.1882,1.8859,1.8363,-0.1343,-0.4589,3,1.734,18.4044,0.2764,0.2543,0.1825,0.5972,0,0.047,0,0.0297,-0.3482,-0.043,0,1.1714,Industrials,39.72320198
MO,25364000000,13110000000,0,2756000000,3139000000,665000000,2374000000,0,3.69,1879045481,3,1333000000,0,142000000,2331000000,4299000000,1938000000,17475000000,30496000000,51339000000,55638000000,399000000,13848000000,21193000000,11898000000,25746000000,0,5172000000,0,19617000000,40810000000,-2547000000,43962000000,14787000000,30496000000,24413000000,493000000,6946000000,227000000,0,8391000000,-238000000,-12815000000,72000000,-12988000000,11936000000,-1673000000,-5415000000,4716000000,0,119000000,8153000000,13.3848,0.059179035,0.359367608,0.274522946,-0.4656,0.4709,0.1214,11.1343,0.455875481,0.203,0.069598452,0.062898127,-64.8982,2.0434,5.7418,0.4627,1.7411,0.445868465,0.635186145,15.0406,4.4656,4.339,0.7094,0.813,0.330823214,13.4983,3.7056,4.4656,4.339,0.7094,7.869,20.31,7.8694,13.7016,1.17219E+11,13.3848,3.659,0.0747,1.7411,0.4627,2.3866,0.203,15.0406,1.2051,0.0607,0.813,0.1087,0,0.3141,0.0284,0.0094,-1.0485,0,0.1214,-0.4656,-16894000000,38163000000,-36511000000,41383000000,142000000,386500000,2278000000,2.0434,5.7418,-64.8982,178.6197,11.1343,0.4709,-0.1267,0.0243,-0.05,-0.0498,-0.3188,-0.3051,0.1811,0.7121,0.7339,0.0133,0.1443,0.115,0.7498,0.114,0,0.0476,0.2879,-0.0235,0.853,0,0.1788,Consumer Defensive,8.045047649
